title_id,title_name,genre,region,licensing_cost,viewing_hours,ad_revenue,churn_risk_score,strategic_score
NFLX-0028,Wild Heist 2,Comedy,APAC,25964823,7440750,26379176,9,4
NFLX-0029,Wild Protocol 1,Crime,UCAN,21669695,2858535,24290250,10,6
NFLX-0030,Dark Rivalry 4,Unscripted,APAC,10087950,1658387,10208038,9,9
NFLX-0031,Rising Vengeance 4,Animation,APAC,24793170,7426961,24184661,9,8
NFLX-0032,Secret Legacy 1,Comedy,LATAM,28830675,5456439,36820439,10,8
NFLX-0033,Shadow Odyssey 1,Sci-Fi,EMEA,23328789,4625113,20744932,8,1
NFLX-0034,Golden Vengeance 3,Fantasy,LATAM,34569940,9565272,52895543,5,9
NFLX-0035,Royal Empire 2,Action,LATAM,36697113,10496773,57350240,1,10
NFLX-0036,Lost Kingdom 1,Sci-Fi,EMEA,21136923,3452861,20958566,10,2
NFLX-0037,Secret Vengeance 4,Sci-Fi,LATAM,9116205,2647644,12104502,3,5
NFLX-0038,Shadow Frontier 4,Crime,LATAM,21418926,5159897,23971930,6,8
NFLX-0039,Shadow Kingdom 1,Crime,LATAM,4796705,1083554,5134721,4,10
NFLX-0040,Dark Legacy 1,Drama,LATAM,5023159,1380034,7656982,2,9
NFLX-0041,Dark Odyssey 4,Crime,LATAM,38822053,6356703,48953417,8,7
NFLX-0042,Dark Chronicles 1,Unscripted,EMEA,28925880,7968808,32653900,1,2
NFLX-0043,Global Horizon 3,Sci-Fi,LATAM,13357392,2681502,12718469,7,3
NFLX-0044,Rising Kingdom 2,Sci-Fi,APAC,37431706,8885765,32877277,9,1
NFLX-0045,Secret Empire 2,Unscripted,APAC,32803416,6304398,31852046,1,3
NFLX-0046,Infinite Legacy 4,Documentary,APAC,19642751,5741913,22361425,9,8
NFLX-0047,Ultimate Empire 3,Crime,UCAN,39368131,5156137,54666182,6,1
NFLX-0048,Global Frontier 4,Fantasy,LATAM,4317123,580307,6771938,3,2
NFLX-0049,Royal Chronicles 2,Unscripted,UCAN,38730269,8792291,38613004,10,2
NFLX-0050,Infinite Rivalry 3,Documentary,LATAM,21584522,4127855,21389155,5,8
NFLX-0051,Lost Chronicles 1,Romance,UCAN,5416443,1143190,6662807,3,6
NFLX-0052,Secret Empire 3,Documentary,LATAM,29906068,7375948,43872081,10,9
NFLX-0053,Global Rivalry 3,Sci-Fi,LATAM,18248007,2541335,16283480,9,3
NFLX-0054,Rising Odyssey 2,Action,LATAM,18215659,3009260,21937614,1,2
NFLX-0055,Wild Horizon 3,Drama,UCAN,22884600,5370567,32425083,5,3
NFLX-0056,Golden Kingdom 4,Fantasy,UCAN,8007729,2233829,6888209,3,9
NFLX-0057,Global Protocol 2,Unscripted,LATAM,3307087,931992,3461219,1,6
NFLX-0058,Dark Rivalry 2,Sci-Fi,EMEA,38073146,7353749,57387948,10,3
NFLX-0059,Dark Heist 2,Unscripted,UCAN,12536690,2254013,17416616,7,4
NFLX-0060,Rising Heist 1,Unscripted,UCAN,32087472,8566892,31379846,8,6
NFLX-0061,Rising Empire 2,Drama,LATAM,27240599,7507060,28946120,5,6
NFLX-0062,Wild Hearts 4,Fantasy,EMEA,2352240,693139,2098841,3,10
NFLX-0063,Rising Legacy 1,Animation,APAC,23698669,4181912,32771373,10,9
NFLX-0064,Secret Horizon 2,Documentary,UCAN,29763324,8530273,23850929,9,4
NFLX-0065,Lost Horizon 1,Action,EMEA,8863463,1542756,12194382,5,7
NFLX-0066,Lost Horizon 3,Fantasy,LATAM,13374170,3868685,15197832,3,10
NFLX-0067,Royal Odyssey 4,Fantasy,UCAN,20892702,4123798,21509683,10,10
NFLX-0068,Wild Protocol 4,Romance,APAC,14841258,3901356,17942178,3,2
NFLX-0069,Rising Hearts 3,Sci-Fi,LATAM,21331897,3324435,20899126,1,1
NFLX-0070,Dark Kingdom 1,Romance,APAC,39132620,9600944,37393104,8,7
NFLX-0071,Dark Heist 1,Sci-Fi,APAC,15186180,4440953,14285781,9,8
NFLX-0072,Global Hearts 2,Sci-Fi,APAC,9448235,2269125,13616165,9,10
NFLX-0073,Lost Kingdom 4,Fantasy,APAC,11180906,2297020,15596518,5,4
NFLX-0074,Wild Odyssey 4,Crime,EMEA,30019350,5146249,25876279,5,6
NFLX-0075,Lost Hearts 1,Comedy,LATAM,16019695,2362984,17724642,4,2
NFLX-0076,Infinite Horizon 3,Fantasy,APAC,28402136,7666316,24136492,7,10
NFLX-0077,Golden Legacy 4,Romance,UCAN,24106133,4584928,25043623,7,9
NFLX-0078,Golden Vengeance 2,Romance,LATAM,18816378,2356270,21613785,6,7
NFLX-0079,Golden Heist 4,Comedy,UCAN,26942251,6448357,34311339,2,7
NFLX-0080,Ultimate Kingdom 2,Drama,EMEA,25941229,5236130,27546527,6,7
NFLX-0081,Rising Horizon 3,Sci-Fi,APAC,1800790,232977,2519700,6,4
NFLX-0082,Wild Chronicles 1,Drama,LATAM,13878868,3217682,20421131,4,3
NFLX-0083,Silent Rivalry 1,Animation,LATAM,31707902,8181959,43109175,3,10
NFLX-0084,Royal Vengeance 1,Comedy,EMEA,7754384,2227056,9793382,10,7
NFLX-0085,Infinite Vengeance 2,Sci-Fi,LATAM,7338480,1278986,9963853,10,2
NFLX-0086,Royal Legacy 3,Fantasy,APAC,25368590,6001137,21694340,1,7
NFLX-0087,Silent Chronicles 4,Action,APAC,10767062,2714194,12364783,5,10
NFLX-0088,Shadow Kingdom 4,Unscripted,EMEA,22129494,5964597,32781980,2,5
NFLX-0089,Silent Empire 4,Animation,APAC,23075195,6303485,18989962,3,8
NFLX-0090,Dark Protocol 3,Action,EMEA,19040070,4055399,23697896,4,2
NFLX-0091,Dark Vengeance 4,Romance,LATAM,32450067,6760901,42727727,1,2
NFLX-0092,Rising Empire 4,Crime,EMEA,39527534,8681239,43291201,6,7
NFLX-0093,Golden Hearts 3,Action,APAC,18680893,3016905,19527107,4,6
NFLX-0094,Secret Vengeance 2,Crime,LATAM,32994017,7460793,33693480,9,10
NFLX-0095,Rising Chronicles 2,Documentary,LATAM,24718318,3029148,23323048,9,3
NFLX-0096,Rising Legacy 1,Fantasy,EMEA,8974473,2293001,11759213,2,1
NFLX-0097,Royal Odyssey 4,Romance,APAC,23364388,3019795,22137545,8,2
NFLX-0098,Secret Horizon 4,Sci-Fi,UCAN,10682227,2364095,9820791,5,2
NFLX-0099,Dark Chronicles 4,Animation,LATAM,35569249,10084977,39279207,5,10
NFLX-0100,Infinite Odyssey 1,Animation,UCAN,14444410,2421407,18783684,2,3
NFLX-0101,Dark Heist 1,Comedy,UCAN,27915150,6333557,32392822,5,1
NFLX-0102,Dark Odyssey 3,Romance,UCAN,16164806,4232092,24879719,10,4
NFLX-0103,Infinite Chronicles 2,Comedy,EMEA,10045315,1505452,8610119,5,10
NFLX-0104,Golden Frontier 3,Romance,UCAN,31953788,7859100,43167726,5,9
NFLX-0105,Shadow Kingdom 4,Sci-Fi,UCAN,29492952,6744107,40925220,1,2
NFLX-0106,Dark Rivalry 1,Documentary,UCAN,12256850,2908203,14418966,5,3
NFLX-0107,Royal Horizon 4,Sci-Fi,APAC,23851271,4240529,26872713,2,3
NFLX-0108,Lost Horizon 4,Documentary,APAC,37416358,5083040,31031544,5,6
NFLX-0109,Secret Horizon 1,Fantasy,APAC,28232575,6022547,23810316,10,8
NFLX-0110,Wild Kingdom 1,Crime,EMEA,37357506,6419709,33801466,8,2
NFLX-0111,Global Rivalry 2,Comedy,EMEA,37466180,7247395,30382807,4,2
NFLX-0112,Silent Chronicles 2,Romance,EMEA,34649822,6749378,47273767,8,8
NFLX-0113,Dark Kingdom 2,Unscripted,LATAM,34607468,5003253,48347810,2,5
NFLX-0114,Infinite Protocol 3,Drama,EMEA,20535743,4607937,30187146,8,3
NFLX-0115,Silent Hearts 4,Action,EMEA,37538550,7053411,52940547,6,4
NFLX-0116,Golden Empire 4,Crime,APAC,3429120,703435,3616147,7,7
NFLX-0117,Wild Rivalry 2,Romance,UCAN,8972243,2029812,10783137,2,8
NFLX-0118,Secret Hearts 4,Drama,LATAM,28013199,8252470,41928654,2,8
NFLX-0119,Rising Protocol 4,Sci-Fi,EMEA,36310787,6426973,40087381,8,9
NFLX-0120,Global Frontier 1,Crime,EMEA,15766345,3123547,22032096,2,2
NFLX-0121,Silent Heist 3,Drama,UCAN,22268415,3848120,31997814,6,7
NFLX-0122,Ultimate Empire 4,Animation,LATAM,11907409,2735233,11193625,7,10
NFLX-0123,Wild Empire 4,Animation,LATAM,16081902,2665027,18798455,5,1
NFLX-0124,Silent Odyssey 2,Sci-Fi,APAC,23690516,4118543,37670795,7,5
NFLX-0125,Silent Odyssey 2,Unscripted,APAC,7657379,1707182,7579002,10,5
NFLX-0126,Golden Odyssey 1,Unscripted,EMEA,1043445,254020,1307168,1,10
NFLX-0127,Golden Kingdom 3,Crime,EMEA,15197145,3522096,19897535,3,2
NFLX-0128,Wild Rivalry 1,Documentary,APAC,2739055,689761,3461231,2,5
NFLX-0129,Lost Vengeance 4,Comedy,LATAM,9369093,2602386,13390403,6,9
NFLX-0130,Shadow Odyssey 2,Documentary,APAC,20306607,3674861,28373355,2,8
NFLX-0131,Secret Heist 2,Unscripted,EMEA,6560123,803650,9397675,9,2
NFLX-0132,Silent Protocol 3,Animation,APAC,25429174,4121762,22547460,1,10
NFLX-0133,Shadow Protocol 2,Sci-Fi,APAC,20779639,2929963,27416480,1,1
NFLX-0134,Rising Kingdom 1,Sci-Fi,LATAM,36574142,7375390,33228750,9,7
NFLX-0135,Royal Vengeance 2,Unscripted,UCAN,33339523,9636107,43092059,5,1
NFLX-0136,Golden Protocol 2,Romance,APAC,16345250,2253745,24262237,6,9
NFLX-0137,Wild Protocol 1,Unscripted,EMEA,13237836,3849853,20843839,8,2
NFLX-0138,Wild Empire 1,Drama,EMEA,16845631,4407761,26802354,4,2
NFLX-0139,Shadow Empire 2,Crime,EMEA,10402193,2364176,14884654,5,3
NFLX-0140,Ultimate Hearts 3,Comedy,UCAN,2230076,411412,2019205,4,10
NFLX-0141,Lost Legacy 2,Documentary,UCAN,9006621,1933680,12549595,2,8
NFLX-0142,Silent Protocol 1,Romance,LATAM,3410178,967042,4712164,9,5
NFLX-0143,Silent Rivalry 1,Drama,APAC,27452077,3827729,31323338,8,2
NFLX-0144,Secret Protocol 2,Sci-Fi,LATAM,18956011,4272033,24632464,6,7
NFLX-0145,Royal Hearts 3,Romance,APAC,7155753,1006059,10264762,9,4
NFLX-0146,Infinite Kingdom 2,Unscripted,EMEA,30933796,7774598,34614427,6,7
NFLX-0147,Lost Rivalry 3,Action,LATAM,32327579,8719360,27598269,2,7
NFLX-0148,Secret Vengeance 3,Comedy,UCAN,39857005,8812503,62388157,2,7
NFLX-0149,Lost Rivalry 4,Drama,EMEA,21468090,4809396,23213809,4,3
NFLX-0150,Wild Kingdom 2,Sci-Fi,EMEA,37830344,9732575,41388243,10,4
NFLX-0151,Infinite Hearts 1,Animation,EMEA,2443015,602168,2307019,5,6
NFLX-0152,Lost Legacy 2,Comedy,APAC,5169798,1209582,4722609,1,2
NFLX-0153,Golden Hearts 2,Unscripted,APAC,30943653,5774381,33193775,6,10
NFLX-0154,Royal Chronicles 1,Comedy,LATAM,3839504,648793,5141767,7,8
NFLX-0155,Royal Kingdom 4,Documentary,LATAM,34882978,6885357,31082617,5,10
NFLX-0156,Silent Hearts 3,Drama,LATAM,27025677,3509574,42904789,4,5
NFLX-0157,Dark Heist 3,Documentary,EMEA,8552013,2176166,6894495,3,3
NFLX-0158,Infinite Hearts 2,Fantasy,EMEA,5336904,1353265,5964827,7,1
NFLX-0159,Silent Chronicles 3,Animation,APAC,38980201,9169137,43795749,5,2
NFLX-0160,Infinite Legacy 3,Comedy,APAC,24783523,6741296,21574153,4,7
NFLX-0161,Royal Horizon 1,Unscripted,EMEA,23284350,6059547,22754809,2,9
NFLX-0162,Wild Chronicles 2,Action,EMEA,10411297,1523797,10296929,4,3
NFLX-0163,Royal Heist 1,Comedy,APAC,31635363,8123261,44402024,8,10
NFLX-0164,Wild Rivalry 3,Action,LATAM,30011983,5990315,25649111,5,5
NFLX-0165,Royal Legacy 3,Fantasy,UCAN,21331118,2704130,24944481,6,5
NFLX-0166,Secret Rivalry 1,Animation,APAC,31552053,9205679,39890109,1,8
NFLX-0167,Royal Rivalry 2,Action,APAC,34146190,4477838,31438016,2,6
NFLX-0168,Golden Chronicles 2,Drama,LATAM,29877460,6403705,47588484,10,3
NFLX-0169,Lost Protocol 3,Unscripted,APAC,23207434,3003640,31170326,6,2
NFLX-0170,Lost Chronicles 4,Documentary,EMEA,10591383,2381929,11297718,3,6
NFLX-0171,Rising Rivalry 4,Comedy,UCAN,21275688,5017419,26533711,6,3
NFLX-0172,Wild Vengeance 1,Unscripted,EMEA,1723430,262732,1878673,4,6
NFLX-0173,Silent Empire 2,Comedy,LATAM,5678461,1486971,5886483,9,9
NFLX-0174,Golden Hearts 1,Action,LATAM,25781242,3932987,23806455,10,3
NFLX-0175,Golden Kingdom 1,Unscripted,EMEA,16440381,3779761,25904629,8,4
NFLX-0176,Shadow Empire 3,Romance,LATAM,25185388,5608168,33815046,8,8
NFLX-0177,Rising Horizon 4,Comedy,LATAM,9787768,1266462,14666006,8,6
NFLX-0178,Shadow Chronicles 1,Documentary,UCAN,11258378,3185615,11463652,3,7
NFLX-0179,Secret Empire 4,Action,UCAN,28343260,5962324,23882187,4,7
NFLX-0180,Secret Protocol 2,Drama,EMEA,7149355,1694346,10519139,3,3
NFLX-0181,Global Odyssey 4,Comedy,APAC,30605135,8662916,39550361,1,5
NFLX-0182,Dark Heist 4,Sci-Fi,EMEA,16447765,2115098,17120823,7,10
NFLX-0183,Silent Chronicles 1,Romance,UCAN,35086279,8748341,44210043,5,7
NFLX-0184,Global Frontier 3,Crime,APAC,13070423,1769872,17403229,6,2
NFLX-0185,Shadow Hearts 1,Unscripted,APAC,3421545,1014786,4477216,5,1
NFLX-0186,Lost Chronicles 3,Crime,UCAN,39550870,7113356,54902523,1,6
NFLX-0187,Shadow Protocol 2,Romance,APAC,12732469,1672512,18451870,8,1
NFLX-0188,Rising Empire 1,Crime,UCAN,21679276,4612678,33531266,9,8
NFLX-0189,Rising Legacy 2,Documentary,EMEA,3708074,666513,5534814,2,6
NFLX-0190,Infinite Horizon 4,Unscripted,EMEA,13037091,2731977,15604910,9,5
NFLX-0191,Secret Vengeance 4,Sci-Fi,APAC,12610229,2242326,15591028,2,6
NFLX-0192,Wild Odyssey 3,Romance,APAC,11683341,2141304,15793678,1,6
NFLX-0193,Royal Horizon 3,Drama,UCAN,27760307,7334197,30276748,3,1
NFLX-0194,Ultimate Frontier 4,Drama,LATAM,5011954,1183469,4955801,6,7
NFLX-0195,Royal Legacy 2,Romance,EMEA,25465395,3408272,29416387,3,9
NFLX-0196,Lost Horizon 3,Documentary,LATAM,8113407,1245315,6658921,9,7
NFLX-0197,Shadow Chronicles 3,Documentary,APAC,14899577,2553844,23795996,8,4
NFLX-0198,Secret Heist 1,Romance,LATAM,30370906,8075392,48526934,6,6
NFLX-0199,Golden Chronicles 3,Documentary,LATAM,12183049,2577641,17482152,2,4
NFLX-0200,Ultimate Empire 4,Drama,EMEA,37679749,7691682,47394414,9,3
NFLX-0201,Royal Chronicles 1,Documentary,APAC,32622671,8431316,39817813,10,2
NFLX-0202,Ultimate Protocol 1,Romance,APAC,35219442,9792161,37882448,9,10
NFLX-0203,Ultimate Heist 4,Fantasy,UCAN,8832311,1543379,10726680,3,6
NFLX-0204,Golden Empire 3,Fantasy,EMEA,5792198,1357171,5795002,9,5
NFLX-0205,Ultimate Rivalry 3,Animation,UCAN,34227112,7753314,44933008,10,3
NFLX-0206,Ultimate Rivalry 3,Animation,UCAN,2404112,698967,2079504,10,5
NFLX-0207,Wild Empire 4,Animation,UCAN,33922768,7402081,51264002,5,8
NFLX-0208,Dark Rivalry 4,Documentary,APAC,5397136,801229,7290941,7,8
NFLX-0209,Silent Empire 3,Animation,LATAM,21477056,3811682,31983375,6,7
NFLX-0210,Ultimate Protocol 1,Action,LATAM,31804444,6390380,28560948,3,2
NFLX-0211,Global Odyssey 4,Animation,APAC,17161136,4846578,26945535,6,10
NFLX-0212,Golden Protocol 2,Comedy,APAC,35042599,9750029,41120811,8,1
NFLX-0213,Secret Horizon 4,Crime,LATAM,39647560,5118391,42911191,8,10
NFLX-0214,Wild Rivalry 4,Documentary,UCAN,7714007,2150989,8830549,6,7
NFLX-0215,Lost Legacy 4,Drama,LATAM,24828558,3308050,30851428,9,8
NFLX-0216,Shadow Odyssey 1,Comedy,UCAN,26934430,8016272,29589051,9,6
NFLX-0217,Ultimate Empire 4,Fantasy,UCAN,3540256,879564,2942417,8,9
NFLX-0218,Silent Heist 2,Action,EMEA,11405327,2634289,12709682,5,10
NFLX-0219,Lost Hearts 4,Animation,EMEA,32369502,6030580,47019908,2,7
NFLX-0220,Royal Odyssey 1,Animation,APAC,18319445,4779959,28828514,10,10
NFLX-0221,Dark Vengeance 1,Animation,APAC,11942870,2983483,14562966,7,3
NFLX-0222,Wild Empire 1,Animation,UCAN,13303319,2347565,10844199,3,7
NFLX-0223,Golden Empire 4,Fantasy,APAC,4679626,998458,6385912,9,6
NFLX-0224,Wild Kingdom 4,Action,LATAM,31347497,5693296,47952245,6,5
NFLX-0225,Royal Kingdom 2,Crime,EMEA,37952561,10986029,39425094,5,5
NFLX-0226,Golden Empire 4,Action,APAC,23907784,6890399,29846240,5,5
NFLX-0227,Secret Frontier 4,Unscripted,EMEA,10329846,1774393,10664141,2,6
NFLX-0228,Silent Rivalry 3,Romance,LATAM,14060554,2373476,20561610,9,5
NFLX-0229,Ultimate Chronicles 2,Crime,UCAN,36137591,5851058,35434256,2,7
NFLX-0230,Lost Vengeance 4,Sci-Fi,LATAM,847720,250945,1332289,3,7
NFLX-0231,Wild Kingdom 4,Crime,EMEA,22053199,2881234,22678016,2,10
NFLX-0232,Dark Hearts 1,Comedy,APAC,12296980,1556074,19025126,7,8
NFLX-0233,Ultimate Vengeance 3,Drama,UCAN,20524762,2859389,25745635,6,5
NFLX-0234,Silent Rivalry 4,Comedy,APAC,18809786,2638569,17949221,3,8
NFLX-0235,Wild Odyssey 2,Drama,EMEA,20298742,5202788,25459189,3,10
NFLX-0236,Wild Horizon 4,Fantasy,EMEA,6320873,867029,7083591,3,8
NFLX-0237,Lost Empire 1,Documentary,APAC,16305563,2740296,18871869,6,5
NFLX-0238,Royal Vengeance 1,Documentary,EMEA,16357997,2311065,13899381,5,3
NFLX-0239,Infinite Rivalry 3,Sci-Fi,EMEA,25165453,4012459,32506224,3,8
NFLX-0240,Ultimate Kingdom 3,Unscripted,APAC,36572201,9823608,52722338,4,10
NFLX-0241,Secret Hearts 4,Fantasy,EMEA,5741384,804928,8806110,9,9
NFLX-0242,Dark Frontier 2,Comedy,EMEA,35419529,8587576,40855450,10,8
NFLX-0243,Secret Hearts 4,Drama,APAC,9354634,1891728,11324703,1,9
NFLX-0244,Silent Rivalry 3,Drama,APAC,17576334,4468691,25541270,10,2
NFLX-0245,Global Horizon 3,Sci-Fi,UCAN,5131796,1051878,8153960,5,7
NFLX-0246,Ultimate Heist 4,Action,APAC,30600817,8666705,45769526,7,2
NFLX-0247,Wild Rivalry 2,Action,UCAN,12477162,2380025,19892057,3,4
NFLX-0248,Global Legacy 3,Romance,APAC,36197460,5840081,39941043,8,6
NFLX-0249,Ultimate Odyssey 2,Sci-Fi,UCAN,28634760,8261781,36994350,1,4
NFLX-0250,Dark Chronicles 1,Animation,UCAN,30460152,7511215,38935016,1,4
NFLX-0251,Golden Legacy 4,Romance,LATAM,36722667,10116046,35761097,1,3
NFLX-0252,Shadow Odyssey 2,Animation,EMEA,39253678,9462324,50179316,6,4
NFLX-0253,Rising Heist 2,Unscripted,EMEA,18965267,5513841,16097075,3,7
NFLX-0254,Shadow Kingdom 1,Action,APAC,35696120,6958545,37658962,3,5
NFLX-0255,Infinite Heist 4,Crime,LATAM,20682079,3019238,30734251,8,1
NFLX-0256,Shadow Horizon 4,Fantasy,LATAM,26566361,4160308,26414582,2,8
NFLX-0257,Lost Chronicles 2,Drama,EMEA,25811314,5898555,34559737,2,4
NFLX-0258,Royal Vengeance 2,Romance,LATAM,22844856,6479234,23816914,4,4
NFLX-0259,Golden Chronicles 4,Crime,LATAM,27117526,5948887,41546793,5,7
NFLX-0260,Silent Hearts 3,Documentary,EMEA,24635341,5161348,29815001,2,8
NFLX-0261,Lost Empire 3,Action,APAC,3567911,570256,4459959,3,1
NFLX-0262,Rising Hearts 4,Documentary,LATAM,13666207,2574319,14539371,4,8
NFLX-0263,Shadow Rivalry 3,Documentary,APAC,33423312,8419298,39060594,6,3
NFLX-0264,Ultimate Vengeance 4,Comedy,UCAN,35661314,9714339,29494010,1,1
NFLX-0265,Infinite Heist 2,Sci-Fi,LATAM,1113473,225012,1085609,1,10
NFLX-0266,Wild Rivalry 4,Romance,UCAN,943747,183125,1156816,1,9
NFLX-0267,Golden Odyssey 3,Drama,APAC,12530394,1720880,11097081,3,4
NFLX-0268,Dark Frontier 3,Action,EMEA,27135268,7941776,23423581,8,10
NFLX-0269,Dark Vengeance 2,Documentary,UCAN,2626311,494449,2297497,9,8
NFLX-0270,Global Rivalry 1,Comedy,UCAN,34044928,8037439,50259295,6,10
NFLX-0271,Secret Hearts 1,Crime,LATAM,38536240,4947326,45488186,2,5
NFLX-0272,Shadow Frontier 1,Comedy,EMEA,1550796,349962,2433470,7,2
NFLX-0273,Rising Heist 2,Animation,APAC,36776530,9415147,39181121,3,2
NFLX-0274,Shadow Vengeance 3,Drama,UCAN,29832496,3988106,29406344,10,10
NFLX-0275,Royal Horizon 3,Drama,EMEA,30735911,5656821,36652044,7,7
NFLX-0276,Ultimate Rivalry 4,Sci-Fi,EMEA,17038964,2296287,23351675,3,7
NFLX-0277,Golden Rivalry 2,Unscripted,EMEA,24706182,2987845,21870918,5,8
NFLX-0278,Lost Odyssey 1,Comedy,UCAN,13075649,2880007,14968788,9,7
NFLX-0279,Secret Legacy 1,Action,UCAN,22272150,2722131,33207208,7,7
NFLX-0280,Secret Vengeance 2,Animation,LATAM,26050493,4387044,24372877,5,8
NFLX-0281,Ultimate Chronicles 2,Unscripted,EMEA,28759699,7502830,29904386,6,5
NFLX-0282,Dark Vengeance 4,Animation,LATAM,31226574,5459605,27653563,7,6
NFLX-0283,Royal Horizon 3,Romance,EMEA,29398165,8076014,42697317,10,3
NFLX-0284,Rising Protocol 2,Romance,EMEA,12421035,3656386,19521640,5,8
NFLX-0285,Royal Empire 3,Unscripted,EMEA,26869430,7732271,29341751,4,10
NFLX-0286,Shadow Heist 1,Romance,LATAM,29924213,8068487,43035459,2,7
NFLX-0287,Wild Kingdom 2,Documentary,LATAM,17457180,4342343,23164462,7,2
NFLX-0288,Silent Frontier 4,Animation,APAC,36360789,10387208,43825299,7,9
NFLX-0289,Global Protocol 1,Sci-Fi,LATAM,24324238,5601434,22696236,10,7
NFLX-0290,Lost Horizon 1,Drama,UCAN,17863638,4545108,17463507,9,10
NFLX-0291,Golden Frontier 2,Romance,EMEA,26748569,6481712,31307877,9,3
NFLX-0292,Lost Legacy 4,Sci-Fi,EMEA,28415638,3849007,43658867,3,6
NFLX-0293,Rising Protocol 4,Crime,APAC,23874037,4747826,28193567,8,6
NFLX-0294,Secret Odyssey 1,Sci-Fi,UCAN,23523571,5690000,31012909,3,4
NFLX-0295,Shadow Heist 2,Action,APAC,31507929,6078148,31050573,3,3
NFLX-0296,Wild Rivalry 4,Unscripted,UCAN,13742218,2711607,15936300,1,4
NFLX-0297,Dark Odyssey 1,Animation,UCAN,36530011,6527083,34687724,8,2
NFLX-0298,Rising Rivalry 4,Fantasy,EMEA,26581139,5998322,34264330,6,6
NFLX-0299,Silent Frontier 2,Documentary,UCAN,9489082,1546180,9968741,2,3
NFLX-0300,Lost Vengeance 2,Fantasy,APAC,28567551,6383850,36484780,7,3
NFLX-0301,Silent Rivalry 2,Fantasy,LATAM,33359320,5126585,34395721,8,10
NFLX-0302,Global Protocol 1,Romance,LATAM,13594851,3989942,19742072,9,8
NFLX-0303,Infinite Rivalry 4,Unscripted,APAC,33296069,7384122,31091962,4,5
NFLX-0304,Global Odyssey 2,Fantasy,EMEA,11788313,2614849,16793538,8,9
NFLX-0305,Shadow Chronicles 1,Documentary,EMEA,36875915,4701306,53768356,8,9
NFLX-0306,Dark Horizon 1,Crime,EMEA,2662945,486636,3088445,2,8
NFLX-0307,Secret Empire 2,Animation,EMEA,29233805,4240722,27268863,4,4
NFLX-0308,Global Frontier 3,Fantasy,EMEA,36656145,10858284,34262568,5,5
NFLX-0309,Royal Odyssey 1,Comedy,APAC,4478608,1236402,7138851,3,3
NFLX-0310,Dark Heist 3,Crime,APAC,33347019,7797612,30470415,7,7
NFLX-0311,Silent Chronicles 1,Unscripted,EMEA,25267947,5251892,29405738,10,1
NFLX-0312,Golden Chronicles 4,Action,UCAN,36364618,10700766,40661922,4,8
NFLX-0313,Rising Protocol 3,Action,LATAM,38493153,10081151,57044468,1,1
NFLX-0314,Secret Rivalry 4,Drama,UCAN,11102094,1333602,12801033,7,4
NFLX-0315,Golden Heist 3,Comedy,EMEA,6763940,1116524,8953226,6,3
NFLX-0316,Global Horizon 3,Crime,APAC,6620273,795727,9023156,8,2
